"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YQ6CG98L","journalArticle","2013","Torres-Rouff, Christina; Knudson, Kelly J.; Hubbe, Mark","Issues of affinity: Exploring population structure in the middle and regional developments periods of San Pedro de Atacama, Chile: Population Structure in the Middle Period of San Pedro De Atacama","American Journal of Physical Anthropology","","00029483","10.1002/ajpa.22361","http://doi.wiley.com/10.1002/ajpa.22361","","2013-11","2021-04-02 19:05:21","2021-04-06 01:11:00","2021-04-06 00:56:51","370-382","","3","152","","Am. J. Phys. Anthropol.","Issues of affinity","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.22361","Tiwanaku; Middle Horizon; Late Intermediate Period; discrete cranial traits; radiogenic strontium isotope analyses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR6PNH8X","journalArticle","2009","Urzua, I.; Huberman, J.; Delgado, I.; Pacheco, Aryel; Retamal, Rodrigo","Prevalencia de Caries y Pérdida de Dientes de una Población Adulta Chilena Nacida en el Siglo XIX","Revista Clínica de Periodoncia, Implantología y Rehabilitación Oral","","07185391","10.1016/S0718-5391(09)70030-8","http://linkinghub.elsevier.com/retrieve/pii/S0718539109700308","","2009-12","2021-04-02 19:05:23","2021-04-16 18:24:26","2021-04-06 01:00:52","175-178","","3","2","","Revista Clínica de Periodoncia, Implantología y Rehabilitación Oral","","","","","","","","es","","","","","DOI.org (Crossref)","","Centro;Dental","","","https://www.sciencedirect.com/science/article/pii/S0718539109700308?via%3Dihub","caries dental; pérdida de diente; epidemiología; Colección Osteológica Subactual de Santiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M9TRBMLU","journalArticle","2002","Varela, Héctor H.; Cocilovo, José A.","Genetic drift and gene flow in a prehistoric population of the Azapa valley and coast, Chile","American Journal of Physical Anthropology","","0002-9483, 1096-8644","10.1002/ajpa.10075","http://doi.wiley.com/10.1002/ajpa.10075","","2002-07","2021-04-02 19:05:23","2021-04-06 01:46:47","2021-04-06 01:07:20","259-267","","3","118","","Am. J. Phys. Anthropol.","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Genética","","","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.10075","gene flow; craniometric; genetic drift; northern Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WX5KMVG6","journalArticle","2018","Retamal, Rodrigo; Mascie-Taylor, C. G. Nicholas","Regional variation in weight-for-height z-scores and surface area/body mass ratio of Chilean children from birth to 3 years of age","American Journal of Physical Anthropology","","00029483","10.1002/ajpa.23605","http://doi.wiley.com/10.1002/ajpa.23605","","2018-09","2021-04-06 01:18:06","2021-04-06 01:44:09","2021-04-06 01:18:06","72-83","","1","167","","Am J Phys Anthropol","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande,Norte Chico,Centro,Sur,Extremo Sur,Rapa Nui;Población viva","","","","Chile; childhood; infancy; nutritional status; regional variation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRPWZZZ5","journalArticle","2020","Retamal, Rodrigo; Mascie-Taylor, C. G. Nicholas; Villegas, Rodrigo; Rodríguez-Osiac, Lorena","Relationship between age at giving fortified powdered cow’s milk and cessation of breastfeeding on the nutritional status of a Chilean child cohort followed from birth to 3 years of age","European Journal of Clinical Nutrition","","0954-3007, 1476-5640","10.1038/s41430-020-0665-9","http://www.nature.com/articles/s41430-020-0665-9","","2020-07","2021-04-06 01:20:43","2021-04-06 01:44:17","2021-04-06 01:20:43","1022-1028","","7","74","","Eur J Clin Nutr","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande,Norte Chico,Centro,Sur,Extremo Sur,Rapa Nui;Población viva","","","","breastfeeding; nutricional status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZ8CG96A","journalArticle","2009","Varela, Héctor H.; Cocilovo, José A.","Microevolución En San Pedro De Atacama (Norte De Chile): El Cementerio De Quitor","Latin American Antiquity","","1045-6635, 2325-5080","10.1017/S1045663500002662","https://www.cambridge.org/core/product/identifier/S1045663500002662/type/journal_article","Resumen                            Se estudia la diferenciación temporal y la divergencia genética entre los períodos Formativo (300 a.C–400 d.C), Tiwanaku (400 d.C–1000 d.C.) y Desarrollo Regional (1000 d.C–1470 d.C.) del grupo inhumado en el ayllu de Quitor de San Pedro de Atacama (Norte de Chile), con el fin de conocer si existen cambios biológicos asociados con los períodos o fases del desarrollo cultural de la región. La muestra está representada por 326 individuos provenientes de diferentes sitios o sectores del yacimiento. Para evaluar las diferencias fenotípicas entre períodos se emplearon 37 caracteres métricos del cráneo y un conjunto de procedimientos de análisis estadístico uni y multivariado. En el marco de la teoría genética de los caracteres cuantitativos se espera que el parentesco de cada período junto con la varianza fenotípica, fluctúen de acuerdo con el tamaño efectivo y el aporte migratorio desde regiones próximas y más o menos distantes. En efecto, el parentesco promedio estimado para este ayllu (FST) fue de .03, siendo mayor en mujeres que en hombres. En general, de acuerdo con este valor es posible inferir que los habitantes de Quitor vivieron en una condición de mayor aislamiento que los grupos agroalfareros asentados en el Valle de Azapa (F               ST               = .013). Además en el período Medio (Tiwanaku) se produjo un incremento moderado de la varianza fenotípica producida probablemente por un exceso de flujo gènico proveniente de regiones próximas.                        ,              Abstract                            We study the temporal differentiation and genetic divergence between the Formative (300 B.C.–A.D. 400), Tiwanaku (A.D. 400–1000), and Regional Development (A.D. 1000–1470) periods of the group buried in the Quitor ayllu of San Pedro de Atacama (north Chile). Our aim is to determine if biological changes existed, associated with the periods or phases of cultural development in the region. The sample consists of 326 individuals from different sites or sectors of the site. In order to evaluate the phenotypic differences between periods we employed 37 metric characteristics of the skull and a group of uni-and multivariate statistical procedures. According to genetic theory concerning quantitative characteristics it is expected that the kinship of each period, along with phenotypic variation, fluctuates in accordance with the effective size and migratory influx from regions nearby and more or less distant. The average kinship calculated for this ayllu (FST) was 0.03, being greater in women than in men. This result indicates that the prehistoric population of Quitor lived in greater isolation than the agricultural pastoral groups in the Azapa Valley (F               ST               = .013). In addition, moderate increase of phenotypic variance is observed in the Tiwanaku period, probably because of an excess of gene flow coming from nearby regions.","2009-06","2021-04-06 01:24:12","2021-04-13 03:40:33","2021-04-06 01:24:12","333-342","","2","20","","Latin Am. antiq.","Microevolución En San Pedro De Atacama (Norte De Chile)","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Grande;Bioarqueología","","","","microevolución; San Pedro de Atacama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IR8PLKIP","journalArticle","2019","Montalva, Nicolás; Adhikari, Kaustubh; Liebert, Anke; Mendoza-Revilla, Javier; Flores, Sergio V.; Mace, Ruth; Swallow, Dallas M.","Adaptation to milking agropastoralism in Chilean goat herders and nutritional benefit of lactase persistence","Annals of Human Genetics","","0003-4800, 1469-1809","10.1111/ahg.12277","https://onlinelibrary.wiley.com/doi/abs/10.1111/ahg.12277","","2019-01","2021-04-06 02:46:52","2021-04-13 03:22:12","2021-04-06 02:46:52","11-22","","1","83","","Annals of Human Genetics","","","","","","","","en","","","","","DOI.org (Crossref)","","Norte Chico;Población viva","","C:\Users\yo\Zotero\storage\L3G3M5LA\Montalva et al. - 2019 - Adaptation to milking agropastoralism in Chilean g.pdf","","Latin America; body mass index; lactase persistence; natural selection; pastoralism; adaptation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QUMMPBT","journalArticle","1978","Lacassie, Yves; Weinberg, Roger; Mönckeberg, Fernando","Poor predictability of lactose malabsorption from clinical symptoms for Chilean populations.","The American journal of clinical nutrition","","","","http://www.ncbi.nlm.nih.gov/pubmed/580545","Clinical symptoms and lactose malabsorption may occur in persons intolerant to lactose. To predict malabsorption from symptoms and age, the authors used simple regression, multiple regression, and discrimant analysis on data from 436 Chileans. All individual r2 values from simple regression were less than 0.05. For the best stepwise multiple regression program, R2 was only 0.09, indicating that 91% of the variability in malabsorption was ""unexplained"" by the five best predictor variables. Because of so much unexplained variability, the authors could detect (using multiple regression) only 56 of 90 (62%) malabsorbers and only 14 of 38 (37%) absorbers. In conclusion, for their Chilean populations the authors poorly predicted malabsorption from symptoms.","1978-05","2021-04-06 23:55:14","2021-04-13 03:15:34","","799–804","","5","31","","","","","","","","","","","","","","","","","Norte Grande,Centro;Población viva","","","","lactose intolerance; milk; intestinal absorption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XL854LN2","journalArticle","2007","Wang, Sijia; Lewis, Cecil M; Jakobsson, Mattias; Ramachandran, Sohini; Ray, Nicolas; Bedoya, Gabriel; Rojas, Winston; Parra, Maria V; Molina, Julio A.; Gallo, Carla; Mazzotti, Guido; Poletti, Giovanni; Hill, Kim; Hurtado, Ana M; Labuda, Damian; Klitz, William; Barrantes, Ramiro; Bortolini, Maria Cátira; Salzano, Francisco M.; Petzl-Erler, Maria Luiza; Tsuneto, Luiza T; Llop, Elena; Rothhammer, Francisco; Excoffier, Laurent; Feldman, Marcus W; Rosenberg, Noah a; Ruiz-Linares, Andrés","Genetic variation and population structure in native Americans.","PLoS Genetics","","1553-7404","10.1371/journal.pgen.0030185","http://www.ncbi.nlm.nih.gov/pubmed/18039031 http://dx.plos.org/10.1371/journal.pgen.0030185","We examined genetic diversity and population structure in the American landmass using 678 autosomal microsatellite markers genotyped in 422 individuals representing 24 Native American populations sampled from North, Central, and South America. These data were analyzed jointly with similar data available in 54 other indigenous populations worldwide, including an additional five Native American groups. The Native American populations have lower genetic diversity and greater differentiation than populations from other continental regions. We observe gradients both of decreasing genetic diversity as a function of geographic distance from the Bering Strait and of decreasing genetic similarity to Siberians–signals of the southward dispersal of human populations from the northwestern tip of the Americas. We also observe evidence of: (1) a higher level of diversity and lower level of population structure in western South America compared to eastern South America, (2) a relative lack of differentiation between Mesoamerican and Andean populations, (3) a scenario in which coastal routes were easier for migrating peoples to traverse in comparison with inland routes, and (4) a partial agreement on a local scale between genetic similarity and the linguistic classification of populations. These findings offer new insights into the process of population dispersal and differentiation during the peopling of the Americas.","2007-11","2021-04-06 23:56:06","2021-04-13 03:42:18","","e185","","11","3","","","","","","","","","","","","","","","","","Norte Grande,Sur;Genética","","","","North American; geography; phylogeny; genetic variation; alleles; gene frequency; population dynamics; emigration and immigration; chromosomes; databases; heterozygote; language; linguistics","","Tyler-Smith, Chris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BE73GVZL","journalArticle","2014","Latorre, Gonzalo; Besa, Pablo; Parodi, Carmen G; Ferrer, Verónica; Azocar, Lorena; Quirola, Marife; Villarroel, Luis; Miquel, Juan F.; Agosin, Eduardo; Chianale, José","Prevalence of lactose intolerance in Chile: a double-blind placebo study.","Digestion","","1421-9867","10.1159/000363229","http://www.ncbi.nlm.nih.gov/pubmed/25096822","BACKGROUND AND STUDY AIMS: Lactase non-persistence (LNP), or primary hypolactasia, is a genetic condition that mediates lactose malabsorption and can cause lactose intolerance. Here we report the prevalence of lactose intolerance in a double-blind placebo study. METHODS: The LCT C\textgreaterT-13910 variant was genotyped by RT-PCR in 121 volunteers and lactose malabsorption was assessed using the hydrogen breath test (HBT) after consuming 25 g of lactose. Lactose intolerance was assessed by scoring symptoms (SS) using a standardized questionnaire following challenge with a lactose solution or saccharose placebo. RESULTS: The LNP genotype was observed in 57% of the volunteers, among whom 87% were HBT⁺. In the HBT⁺ group the median SS was 9 and in the HBT⁻ group the median SS was 3 (p \textless 0.001). No difference was observed in the SS when both groups were challenged with the placebo. The most common symptoms included audible bowel sounds, abdominal pain and meteorism. In the ROC curve analysis, an SS ≥ 6 demonstrated 72% sensitivity and 81% specificity for predicting a positive HBT. To estimate prevalence, lactose intolerance was defined as the presence of an SS ≥ 6 points after subtracting the placebo effect and 34% of the study population met this definition. CONCLUSIONS: The LNP genotype was present in more than half of subjects evaluated and the observed prevalence of lactose intolerance was 34%.","2014-01","2021-04-06 23:56:15","2021-04-12 02:31:50","","18–26","","1","90","","","","","","","","","","","","","","","","","Sin región;Población viva,Genética","","","","lactase persistence; lactose; lactose intolerance; lactase non-persistence; lct c; malabsorption; prevalence; t -13910 variant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMLHE4UZ","journalArticle","2008","Lewis, CM; Long, JC","Native South American genetic structure and prehistory inferred from hierarchical modeling of mtDNA","Molecular biology and evolution","","","10.1093/molbev/msm225","http://mbe.oxfordjournals.org/content/25/3/478.short","","2008","2021-04-06 23:56:38","2021-04-13 03:17:04","","","","","","","","","","","","","","","","","","","","","","Sur,Extremo Sur;Genética","","","","DNA; population; South America; identity by descent; phylogeny; genetic variation; mitochondrial DNA; models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E44G7EVT","journalArticle","2015","Eyheramendy, Susana; Martínez, Felipe I.; Manevy, Federico; Vial, Cecilia; Repetto, Gabriela M.","Genetic structure characterization of Chileans reflects historical immigration patterns","Nature Communications","","2041-1723","10.1038/ncomms7472","http://www.nature.com/doifinder/10.1038/ncomms7472","","2015","2021-04-06 23:57:34","2021-04-13 03:02:24","","6472","","","6","","","","","","","","","","","","","","","","","Norte Grande,Norte Chico,Centro,Sur,Extremo Sur,Sin región;Genética","","","","historical immigration patterns; genetic structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2238CRZ","journalArticle","2015","Silva, Constanza P.; Flores, Sergio V.","Patrones de consumo y genotipos determinantes de la tolerancia al alcohol: estudio en estudiantes universitarios de Santiago de Chile","Revista médica de Chile","","0717-6163","10.4067/S0034-98872015000600003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872015000600003&lng=pt&nrm=iso&tlng=es","BACKGROUND: Alleles involved in inefficient (ADH1B2*2 and ALDH2*2) or efficient (SNP6, ADH4 gene) alcohol metabolism may influence the risk of alcoholism. Alcoholism susceptibility has been classified as protector and risk-dependence phenotypes, associated with inefficient and efficient alcohol genetic metabolizing variants, respectively. AIM: To investigate the possible association between genetic protective and risk-dependence variants and alcohol intake patterns. MATERIAL AND METHODS: Saliva DNA samples were obtained and the AUDIT (Alcohol Use Disorders Identification Test) questionnaire was applied to 210 university students aged between 18 and 25 years old. RESULTS: No statistically significant association between protective or risk-dependence genetic variants and alcohol pattern intake was detected. However, new categories of alcohol intake patterns-not included in the AUDIT questionnaire-were identified. CONCLUSIONS: No association between the protector and risk-dependence phenotypes and patterns of alcohol consumption was detected in this sample of students.","2015-06","2021-04-06 23:57:47","2021-04-13 03:36:45","","707–15","","6","143","","","","","","","","","","","","","","","","","Centro;Población viva,Genética","","","","population genetics; genetic variation; alcohol drinking; alcohol dehydrogenase; aldehyde dehydrogenase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQ8S7AKA","journalArticle","2014","Ruiz-Linares, Andrés; Adhikari, Kaustubh; Acuña-Alonzo, Victor; Quinto-Sánchez, Mirsha; Jaramillo, Claudia; Arias, William; Fuentes, Macarena; Pizarro, María; Everardo, Paola; de Avila, Francisco; Gómez-Valdés, Jorge; León-Mimila, Paola; Hünemeier, Tábita; Ramallo, Virginia; Silva de Cerqueira, Caio Cesar; Burley, Mari Wyn; Konca, Esra; de Oliveira, Marcelo Zagonel; Veronez, Mauricio Roberto; Rubio-Codina, Marta; Attanasio, Orazio; Gibbon, Sahra; Ray, Nicolas; Gallo, Carla; Poletti, Giovanni; Rosique, Javier; Schuler-Faccini, Lavinia; Salzano, Francisco M.; Bortolini, Maria Cátira; Canizales-Quinteros, Samuel; Rothhammer, Francisco; Bedoya, Gabriel; Balding, David; González-José, Rolando","Admixture in Latin America: Geographic Structure, Phenotypic Diversity and Self-Perception of Ancestry Based on 7,342 Individuals","PLoS Genetics","","15537404","10.1371/journal.pgen.1004572","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004572","The current genetic makeup of Latin America has been shaped by a history of extensive admixture between Africans, Europeans and Native Americans, a process taking place within the context of extensive geographic and social stratification. We estimated individual ancestry proportions in a sample of 7,342 subjects ascertained in five countries (Brazil, Chile, Colombia, México and Perú). These individuals were also characterized for a range of physical appearance traits and for self-perception of ancestry. The geographic distribution of admixture proportions in this sample reveals extensive population structure, illustrating the continuing impact of demographic history on the genetic diversity of Latin America. Significant ancestry effects were detected for most phenotypes studied. However, ancestry generally explains only a modest proportion of total phenotypic variation. Genetically estimated and self-perceived ancestry correlate significantly, but certain physical attributes have a strong impact on self-perception and bias self-perception of ancestry relative to genetically estimated ancestry.","2014","2021-04-06 23:59:11","2021-08-10 16:18:42","","","","9","10","","","","","","","","","","","","","","","","","Sin región,Norte Grande;Genética,Población viva","","","","Latin America; admixture; phenotypic diversity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3EILZ59U","journalArticle","2018","Chacon-Duque, Juan C.; Adhikari, Kaustubh; Fuentes-Guajardo, Macarena; Mendoza-Revilla, Javier; Acuña-Alonzo, Victor; Lozano, Rodrigo Barquera; Quinto-Sánchez, Mirsha; Gómez-Valdés, Jorge; Martinez, Paola Everardo; Villamil-Ramirez, Hugo; Hünemeier, Tábita; Ramallo, Virginia; Silva de Cerqueira, Caio Cesar; Hurtado, Malena; Villegas, Valeria; Granja, Vanessa; Villena, Mercedes; Vasquez, Rene; Llop, Elena; Sandoval, José R.; Salazar-Granara, Alberto A.; Parolin, Maria-Laura; Sandoval, Karla; Penaloza-Espinosa, Rosenda I.; Rangel-Villalobos, Héctor; Winkler, Cheryl; Klitz, William; Bravi, Claudio M.; Molina, Julio A.; Corach, Daniel; Barrantes, Ramiro; Gomes, Veronica; Resende, Carlos; Gusmao, Leonor; Amorim, Antonio; Xue, Yali; Dugoujon, Jean-Michel; Moral, Pedro; González-José, Rolando; Schuler-Faccini, Lavinia; Salzano, Francisco M.; Bortolini, Maria Cátira; Canizales-Quinteros, Samuel; Poletti, Giovanni; Gallo, Carla; Bedoya, Gabriel; Rothhammer, Francisco; Balding, David; Hellenthal, Garrett; Ruiz-Linares, Andrés","Latin Americans show wide-spread Converso ancestry and the imprint of local Native ancestry on physical appearance","Nature Communications","","","10.1101/252155","https://www.nature.com/articles/s41467-018-07748-z","Historical records and genetic analyses indicate that Latin Americans trace their ancestry mainly to the admixture of Native Americans, Europeans and Sub-Saharan Africans. Using novel haplotype-based methods here we infer the sub-populations involved in admixture for over 6,500 Latin Americans and evaluate the impact of sub-continental ancestry on the physical appearance of these individuals. We find that pre-Columbian Native genetic structure is mirrored in Latin Americans and that sources of non-Native ancestry, and admixture timings, match documented migratory flows. We also detect South/East Mediterranean ancestry across Latin America, probably stemming from the clandestine colonial migration of Christian converts of non-European origin (Conversos). Furthermore, we find that Central Andean ancestry impacts on variation of facial features in Latin Americans, particularly nose morphology, possibly relating to environmental adaptation during the evolution of Native Americans.","2018-01","2021-04-06 23:59:41","2021-08-10 16:18:29","","252155","","","9","","","","","","","","","","","","","","","","","Sur,Norte Grande;Genética,Morfometría","","","","Latin Americans; Native ancestry; converso ancestry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZPUPLFC","journalArticle","2012","Galanter, Joshua Mark; Fernandez-Lopez, Juan Carlos; Gignoux, Christopher R; Barnholtz-Sloan, Jill; Fernandez-Rozadilla, Ceres; Via, Marc; Hidalgo-Miranda, Alfredo; Contreras, Alejandra V; Figueroa, Laura Uribe; Raska, Paola; Jimenez-Sanchez, Gerardo; Zolezzi, Irma Silva; Torres, Maria; Ponte, Clara Ruiz; Ruiz, Yarimar; Salas, Antonio; Nguyen, Elizabeth; Eng, Celeste; Borjas, Lisbeth; Zabala, William; Barreto, Guillermo; González, Fernando Rondón; Ibarra, Adriana; Taboada, Patricia; Porras, Liliana; Moreno, Fabián; Bigham, Abigail; Gutierrez, Gerardo; Brutsaert, Tom; León-Velarde, Fabiola; Moore, Lorna G; Vargas, Enrique; Cruz, Miguel; Escobedo, Jorge; Rodriguez-Santana, José; Rodriguez-Cintrón, William; Chapela, Rocio; Ford, Jean G; Bustamante, Carlos D.; Seminara, Daniela; Shriver, Mark; Ziv, Elad; Burchard, Esteban G.; Haile, Robert; Parra, Esteban; Carracedo, Angel","Development of a panel of genome-wide ancestry informative markers to study admixture throughout the Americas.","PLoS genetics","","1553-7404","10.1371/journal.pgen.1002554","http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3297575&tool=pmcentrez&rendertype=abstract","Most individuals throughout the Americas are admixed descendants of Native American, European, and African ancestors. Complex historical factors have resulted in varying proportions of ancestral contributions between individuals within and among ethnic groups. We developed a panel of 446 ancestry informative markers (AIMs) optimized to estimate ancestral proportions in individuals and populations throughout Latin America. We used genome-wide data from 953 individuals from diverse African, European, and Native American populations to select AIMs optimized for each of the three main continental populations that form the basis of modern Latin American populations. We selected markers on the basis of locus-specific branch length to be informative, well distributed throughout the genome, capable of being genotyped on widely available commercial platforms, and applicable throughout the Americas by minimizing within-continent heterogeneity. We then validated the panel in samples from four admixed populations by comparing ancestry estimates based on the AIMs panel to estimates based on genome-wide association study (GWAS) data. The panel provided balanced discriminatory power among the three ancestral populations and accurate estimates of individual ancestry proportions (R² \textgreater 0.9 for ancestral components with significant between-subject variance). Finally, we genotyped samples from 18 populations from Latin America using the AIMs panel and estimated variability in ancestry within and between these populations. This panel and its reference genotype information will be useful resources to explore population history of admixture in Latin America and to correct for the potential effects of population stratification in admixed samples in the region.","2012-01","2021-04-07 00:01:35","2021-04-13 03:04:08","","e1002554","","3","8","","","","","","","","","","","","","","","","","Sur,Norte Chico,Norte Grande;Genética","","","","Latin America; genome; genetic Markers; population dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJ33JPUZ","journalArticle","2008","Wang, Sijia; Ray, Nicolas; Rojas, Winston; Parra, Maria V; Bedoya, Gabriel; Gallo, Carla; Poletti, Giovanni; Mazzotti, Guido; Hill, Kim; Hurtado, Ana M; Camrena, Beatriz; Nicolini, Humberto; Klitz, William; Barrantes, Ramiro; Molina, Julio A.; Freimer, Nelson B; Bortolini, Maria Cátira; Salzano, Francisco M.; Petzl-Erler, Maria Luiza; Tsuneto, Luiza T; Dipierri, José E.; Alfaro, Emma L.; Bailliet, Graciela; Bianchi, Néstor O.; Llop, Elena; Rothhammer, Francisco; Excoffier, Laurent; Ruiz-Linares, Andrés","Geographic patterns of genome admixture in Latin American Mestizos.","PLoS genetics","","1553-7404","10.1371/journal.pgen.1000037","http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2265669&tool=pmcentrez&rendertype=abstract","The large and diverse population of Latin America is potentially a powerful resource for elucidating the genetic basis of complex traits through admixture mapping. However, no genome-wide characterization of admixture across Latin America has yet been attempted. Here, we report an analysis of admixture in thirteen Mestizo populations (i.e. in regions of mainly European and Native settlement) from seven countries in Latin America based on data for 678 autosomal and 29 X-chromosome microsatellites. We found extensive variation in Native American and European ancestry (and generally low levels of African ancestry) among populations and individuals, and evidence that admixture across Latin America has often involved predominantly European men and both Native and African women. An admixture analysis allowing for Native American population subdivision revealed a differentiation of the Native American ancestry amongst Mestizos. This observation is consistent with the genetic structure of pre-Columbian populations and with admixture having involved Natives from the area where the Mestizo examined are located. Our findings agree with available information on the demographic history of Latin America and have a number of implications for the design of association studies in population from the region.","2008-03","2021-04-07 00:05:48","2021-04-13 03:42:47","","e1000037","","3","4","","","","","","","","","","","","","","","","","Norte Grande,Sur;Genética","","","","genetics; Latin America; genetic variation; genome; chromosomes; heterozygote; microsatellite repeats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFV4WYIS","journalArticle","2001","Beall, Cynthia M.","Adaptations to Altitude: A Current Assessment","Annual Review of Anthropology","","00846570","10.1146/annurev.anthro.30.1.423","https://www.annualreviews.org/doi/abs/10.1146/annurev.anthro.30.1.423","The high-altitude Andean and Tibetan Plateaus offer natural exper- imental settings for investigating the outcome of the past action of evolution and adaptation as well as those ongoing processes. Both Andean and Tibetan high-altitude natives are descended from sea-level ancestors; thus both initially encountered chronic, lifelong high-altitude hypoxia with the same homeostatic ""toolbox"" that evolved at sea level for responding to brief and transient hypoxia. Yet now they differ phenotypically in many traits thought to be important for offsetting chronic high-altitude hypoxia. Compared on the basis of mean values of five traits, the characteristics of Tibetan high-altitude natives differ more than those of Andean high-altitude natives from the ancestral or unselected response to chronic hypoxia exhibited by acclimatized low- landers. This suggests that different evolutionary processes have occurred in the two geographically separate areas, although it is not clear why or how those processes differed. Answers to those questions require better knowledge of the prehistory of hu- man populations on the plateaus, as well as information on new phenotypes and the relationship between phenotype and genotype.","2001","2021-04-07 00:08:27","2021-04-13 02:53:52","","423–456","","2001","30","","","","","","","","","","","","","","","","","Norte Grande;Población viva","","","","Andes; Tibet; hypoxia; high-altitude","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHFNPNDN","journalArticle","2014","Fernández, Catalina I; Flores, Sergio V.","Lactase persistence and dairy intake in Mapuche and Mestizo populations from southern Chile.","American Journal of Physical Anthropology","","1096-8644","10.1002/ajpa.22594","http://www.ncbi.nlm.nih.gov/pubmed/25137143","Lactase persistence (LP) occurs at a very low frequency in indigenous populations from Latin America, offering an opportunity to understand the relationship between this genetic trait and patterns of dairy consumption. Here, the frequency of LP is analyzed from Mapuche and -an adjacent- mestizo population inhabiting the Araucanía region. In addition to genotyping for LP, participants were surveyed in relation to general perception and consumption habits of dairy products. Low LP frequency (10%) and very low dairy intake was found among the Mapuche population as compared with Mestizo populations inhabiting Chile. The survey reported that the main reasons for avoidance of dairy were the gastrointestinal symptoms after dairy intake and cultural dietary habits. The interaction between low LP genotype frequency, low dairy intake, and sociocultural determinants is here discussed in the light of their potential health outcomes.","2014-11","2021-04-07 00:08:40","2021-04-10 04:25:03","","482–487","","3","155","","","","","","","","","","","","","","","","","Sur;Población viva,Genética","","","","lactose intolerance; dairy intake; LCT-13910C>T polymorphism; Mapuche population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
